Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:48:10.276000,BOT,77,0 days 00:01:18.456000,53.0,3.0,,,0 days 00:00:20.365000,0 days 00:00:36.897000,0 days 00:00:21.194000,0 days 02:47:12.219000,0 days 02:47:49.116000,0 days 02:48:10.310000,199.0,180.0,269.0,281.0,False,HARD,39.0,False,Kick Sauber,0 days 02:46:51.820000,2024-05-26 14:54:57.209,1,13.0,False,,False,True
0 days 02:49:29.679000,BOT,77,0 days 00:01:19.403000,54.0,3.0,,,0 days 00:00:21.010000,0 days 00:00:37.292000,0 days 00:00:21.101000,0 days 02:48:31.320000,0 days 02:49:08.612000,0 days 02:49:29.713000,185.0,183.0,268.0,282.0,False,HARD,40.0,False,Kick Sauber,0 days 02:48:10.276000,2024-05-26 14:56:15.665,1,13.0,False,,False,True
0 days 02:50:50.054000,BOT,77,0 days 00:01:20.375000,55.0,3.0,,,0 days 00:00:20.934000,0 days 00:00:37.504000,0 days 00:00:21.937000,0 days 02:49:50.647000,0 days 02:50:28.151000,0 days 02:50:50.088000,189.0,183.0,215.0,281.0,False,HARD,41.0,False,Kick Sauber,0 days 02:49:29.679000,2024-05-26 14:57:35.068,1,13.0,False,,False,True
0 days 02:52:11.711000,BOT,77,0 days 00:01:21.657000,56.0,3.0,,,0 days 00:00:20.934000,0 days 00:00:39.910000,0 days 00:00:20.813000,,0 days 02:51:50.932000,0 days 02:52:11.745000,184.0,175.0,261.0,284.0,False,HARD,42.0,False,Kick Sauber,0 days 02:50:50.054000,2024-05-26 14:58:55.443,1,13.0,False,,False,True
0 days 02:53:30.705000,BOT,77,0 days 00:01:18.994000,57.0,3.0,,,0 days 00:00:20.852000,0 days 00:00:37.066000,0 days 00:00:21.076000,0 days 02:52:32.597000,0 days 02:53:09.663000,0 days 02:53:30.739000,192.0,184.0,268.0,283.0,False,HARD,43.0,False,Kick Sauber,0 days 02:52:11.711000,2024-05-26 15:00:17.100,1,13.0,False,,False,True
0 days 02:54:49.985000,BOT,77,0 days 00:01:19.280000,58.0,3.0,,,0 days 00:00:20.765000,0 days 00:00:37.415000,0 days 00:00:21.100000,0 days 02:53:51.504000,0 days 02:54:28.919000,0 days 02:54:50.019000,194.0,183.0,267.0,282.0,False,HARD,44.0,False,Kick Sauber,0 days 02:53:30.705000,2024-05-26 15:01:36.094,1,13.0,False,,False,True
0 days 02:56:08.984000,BOT,77,0 days 00:01:18.999000,59.0,3.0,,,0 days 00:00:20.786000,0 days 00:00:37.292000,0 days 00:00:20.921000,0 days 02:55:10.805000,0 days 02:55:48.097000,0 days 02:56:09.018000,191.0,184.0,268.0,282.0,False,HARD,45.0,False,Kick Sauber,0 days 02:54:49.985000,2024-05-26 15:02:55.374,1,13.0,False,,False,True
0 days 02:57:28.053000,BOT,77,0 days 00:01:19.069000,60.0,3.0,,,0 days 00:00:20.849000,0 days 00:00:37.273000,0 days 00:00:20.947000,0 days 02:56:29.867000,0 days 02:57:07.140000,0 days 02:57:28.087000,188.0,184.0,269.0,282.0,False,HARD,46.0,False,Kick Sauber,0 days 02:56:08.984000,2024-05-26 15:04:14.373,1,13.0,False,,False,True
0 days 02:58:46.676000,BOT,77,0 days 00:01:18.623000,61.0,3.0,,,0 days 00:00:20.646000,0 days 00:00:37.139000,0 days 00:00:20.838000,0 days 02:57:48.733000,0 days 02:58:25.872000,0 days 02:58:46.710000,195.0,184.0,270.0,283.0,False,HARD,47.0,False,Kick Sauber,0 days 02:57:28.053000,2024-05-26 15:05:33.442,1,13.0,False,,False,True
0 days 03:00:05.640000,BOT,77,0 days 00:01:18.964000,62.0,3.0,,,0 days 00:00:20.844000,0 days 00:00:37.164000,0 days 00:00:20.956000,0 days 02:59:07.554000,0 days 02:59:44.718000,0 days 03:00:05.674000,191.0,181.0,269.0,283.0,False,HARD,48.0,False,Kick Sauber,0 days 02:58:46.676000,2024-05-26 15:06:52.065,1,13.0,False,,False,True
0 days 03:01:24.664000,BOT,77,0 days 00:01:19.024000,63.0,3.0,,,0 days 00:00:20.788000,0 days 00:00:36.997000,0 days 00:00:21.239000,0 days 03:00:26.462000,0 days 03:01:03.459000,0 days 03:01:24.698000,200.0,183.0,269.0,282.0,False,HARD,49.0,False,Kick Sauber,0 days 03:00:05.640000,2024-05-26 15:08:11.029,1,13.0,False,,False,True
0 days 03:02:43.195000,BOT,77,0 days 00:01:18.531000,64.0,3.0,,,0 days 00:00:20.483000,0 days 00:00:36.993000,0 days 00:00:21.055000,0 days 03:01:45.181000,0 days 03:02:22.174000,0 days 03:02:43.229000,203.0,183.0,269.0,281.0,False,HARD,50.0,False,Kick Sauber,0 days 03:01:24.664000,2024-05-26 15:09:30.053,1,13.0,False,,False,True
0 days 03:04:01.837000,BOT,77,0 days 00:01:18.642000,65.0,3.0,,,0 days 00:00:20.564000,0 days 00:00:37.167000,0 days 00:00:20.911000,0 days 03:03:03.793000,0 days 03:03:40.960000,0 days 03:04:01.871000,191.0,183.0,270.0,281.0,False,HARD,51.0,False,Kick Sauber,0 days 03:02:43.195000,2024-05-26 15:10:48.584,1,13.0,False,,False,True
0 days 03:05:20.220000,BOT,77,0 days 00:01:18.383000,66.0,3.0,,,0 days 00:00:20.511000,0 days 00:00:36.989000,0 days 00:00:20.883000,0 days 03:04:22.382000,0 days 03:04:59.371000,0 days 03:05:20.254000,192.0,182.0,269.0,281.0,False,HARD,52.0,False,Kick Sauber,0 days 03:04:01.837000,2024-05-26 15:12:07.226,1,13.0,False,,False,True
0 days 03:06:38.687000,BOT,77,0 days 00:01:18.467000,67.0,3.0,,,0 days 00:00:20.673000,0 days 00:00:37.024000,0 days 00:00:20.770000,0 days 03:05:40.927000,0 days 03:06:17.951000,0 days 03:06:38.721000,189.0,185.0,268.0,280.0,False,HARD,53.0,False,Kick Sauber,0 days 03:05:20.220000,2024-05-26 15:13:25.609,1,13.0,False,,False,True
0 days 03:07:56.739000,BOT,77,0 days 00:01:18.052000,68.0,3.0,,,0 days 00:00:20.418000,0 days 00:00:36.904000,0 days 00:00:20.730000,0 days 03:06:59.139000,0 days 03:07:36.043000,0 days 03:07:56.773000,194.0,187.0,269.0,280.0,False,HARD,54.0,False,Kick Sauber,0 days 03:06:38.687000,2024-05-26 15:14:44.076,1,13.0,False,,False,True
0 days 03:09:14.827000,BOT,77,0 days 00:01:18.088000,69.0,3.0,,,0 days 00:00:20.388000,0 days 00:00:36.787000,0 days 00:00:20.913000,0 days 03:08:17.161000,0 days 03:08:53.948000,0 days 03:09:14.861000,197.0,183.0,268.0,282.0,False,HARD,55.0,False,Kick Sauber,0 days 03:07:56.739000,2024-05-26 15:16:02.128,1,13.0,False,,False,True
0 days 03:10:33.605000,BOT,77,0 days 00:01:18.778000,70.0,3.0,,,0 days 00:00:20.810000,0 days 00:00:37.145000,0 days 00:00:20.823000,0 days 03:09:35.671000,0 days 03:10:12.816000,0 days 03:10:33.639000,193.0,183.0,269.0,281.0,False,HARD,56.0,False,Kick Sauber,0 days 03:09:14.827000,2024-05-26 15:17:20.216,1,13.0,False,,False,True
0 days 03:11:51.709000,BOT,77,0 days 00:01:18.104000,71.0,3.0,,,0 days 00:00:20.559000,0 days 00:00:36.926000,0 days 00:00:20.619000,0 days 03:10:54.198000,0 days 03:11:31.124000,0 days 03:11:51.743000,194.0,183.0,270.0,281.0,False,HARD,57.0,False,Kick Sauber,0 days 03:10:33.605000,2024-05-26 15:18:38.994,1,13.0,False,,False,True
0 days 03:13:10.056000,BOT,77,0 days 00:01:18.347000,72.0,3.0,,,0 days 00:00:20.615000,0 days 00:00:36.905000,0 days 00:00:20.827000,0 days 03:12:12.358000,0 days 03:12:49.263000,0 days 03:13:10.090000,198.0,182.0,268.0,281.0,False,HARD,58.0,False,Kick Sauber,0 days 03:11:51.709000,2024-05-26 15:19:57.098,1,13.0,False,,False,True
0 days 03:14:30.124000,BOT,77,0 days 00:01:20.068000,73.0,3.0,,,0 days 00:00:20.643000,0 days 00:00:38.660000,0 days 00:00:20.765000,0 days 03:13:30.733000,0 days 03:14:09.393000,0 days 03:14:30.158000,196.0,177.0,269.0,280.0,False,HARD,59.0,False,Kick Sauber,0 days 03:13:10.056000,2024-05-26 15:21:15.445,1,13.0,False,,False,True
0 days 03:15:48.442000,BOT,77,0 days 00:01:18.318000,74.0,3.0,,,0 days 00:00:20.309000,0 days 00:00:36.981000,0 days 00:00:21.028000,0 days 03:14:50.467000,0 days 03:15:27.448000,0 days 03:15:48.476000,189.0,180.0,271.0,285.0,False,HARD,60.0,False,Kick Sauber,0 days 03:14:30.124000,2024-05-26 15:22:35.513,1,13.0,False,,False,True
0 days 03:17:07.221000,BOT,77,0 days 00:01:18.779000,75.0,3.0,,,0 days 00:00:20.906000,0 days 00:00:37.135000,0 days 00:00:20.738000,0 days 03:16:09.382000,0 days 03:16:46.517000,0 days 03:17:07.255000,195.0,180.0,272.0,284.0,False,HARD,61.0,False,Kick Sauber,0 days 03:15:48.442000,2024-05-26 15:23:53.831,1,13.0,False,,False,True
0 days 03:18:25.995000,BOT,77,0 days 00:01:18.774000,76.0,3.0,,,0 days 00:00:20.593000,0 days 00:00:37.242000,0 days 00:00:20.939000,0 days 03:17:27.848000,0 days 03:18:05.090000,0 days 03:18:26.029000,193.0,184.0,270.0,283.0,False,HARD,62.0,False,Kick Sauber,0 days 03:17:07.221000,2024-05-26 15:25:12.610,1,13.0,False,,False,True
0 days 01:36:48.601000,STR,18,0 days 00:41:42.648000,1.0,1.0,,0 days 00:57:06.173000,,0 days 00:00:59.540000,,,0 days 00:56:36.680000,,173.0,57.0,,159.0,False,HARD,2.0,False,Aston Martin,0 days 00:55:05.680000,2024-05-26 13:03:11.069,1254,11.0,False,,False,False
0 days 01:39:03.445000,STR,18,0 days 00:02:14.844000,2.0,2.0,0 days 01:36:49.541000,,0 days 00:00:27.146000,0 days 00:00:39.531000,0 days 00:01:08.167000,0 days 01:37:15.760000,0 days 01:37:55.291000,0 days 01:39:03.458000,181.0,174.0,148.0,247.0,False,MEDIUM,2.0,False,Aston Martin,0 days 01:36:48.601000,2024-05-26 13:44:53.990,41,11.0,False,,False,False
0 days 01:40:31.748000,STR,18,0 days 00:01:28.303000,3.0,2.0,,,0 days 00:00:25.677000,0 days 00:00:40.557000,0 days 00:00:22.069000,0 days 01:39:29.135000,0 days 01:40:09.692000,0 days 01:40:31.761000,165.0,177.0,262.0,270.0,True,MEDIUM,3.0,False,Aston Martin,0 days 01:39:03.445000,2024-05-26 13:47:08.834,1,11.0,False,,False,True
0 days 01:41:55.102000,STR,18,0 days 00:01:23.354000,4.0,2.0,,,0 days 00:00:22.061000,0 days 00:00:39.219000,0 days 00:00:22.074000,0 days 01:40:53.822000,0 days 01:41:33.041000,0 days 01:41:55.115000,170.0,178.0,269.0,278.0,True,MEDIUM,4.0,False,Aston Martin,0 days 01:40:31.748000,2024-05-26 13:48:37.137,1,11.0,False,,False,True
0 days 01:43:18.833000,STR,18,0 days 00:01:23.731000,5.0,2.0,,,0 days 00:00:22.635000,0 days 00:00:39.111000,0 days 00:00:21.985000,0 days 01:42:17.750000,0 days 01:42:56.861000,0 days 01:43:18.846000,164.0,176.0,266.0,270.0,False,MEDIUM,5.0,False,Aston Martin,0 days 01:41:55.102000,2024-05-26 13:50:00.491,1,11.0,False,,False,True
0 days 01:44:41.810000,STR,18,0 days 00:01:22.977000,6.0,2.0,,,0 days 00:00:22.270000,0 days 00:00:38.549000,0 days 00:00:22.158000,0 days 01:43:41.116000,0 days 01:44:19.665000,0 days 01:44:41.823000,167.0,175.0,266.0,285.0,True,MEDIUM,6.0,False,Aston Martin,0 days 01:43:18.833000,2024-05-26 13:51:24.222,1,11.0,False,,False,True
0 days 01:46:04.444000,STR,18,0 days 00:01:22.634000,7.0,2.0,,,0 days 00:00:22.108000,0 days 00:00:38.619000,0 days 00:00:21.907000,0 days 01:45:03.931000,0 days 01:45:42.550000,0 days 01:46:04.457000,165.0,180.0,259.0,277.0,True,MEDIUM,7.0,False,Aston Martin,0 days 01:44:41.810000,2024-05-26 13:52:47.199,1,11.0,False,,False,True
0 days 01:47:26.097000,STR,18,0 days 00:01:21.653000,8.0,2.0,,,0 days 00:00:21.713000,0 days 00:00:38.133000,0 days 00:00:21.807000,0 days 01:46:26.170000,0 days 01:47:04.303000,0 days 01:47:26.110000,170.0,179.0,259.0,268.0,True,MEDIUM,8.0,False,Aston Martin,0 days 01:46:04.444000,2024-05-26 13:54:09.833,1,11.0,False,,False,True
0 days 01:48:48.187000,STR,18,0 days 00:01:22.090000,9.0,2.0,,,0 days 00:00:21.688000,0 days 00:00:38.358000,0 days 00:00:22.044000,0 days 01:47:47.798000,0 days 01:48:26.156000,0 days 01:48:48.200000,168.0,181.0,265.0,268.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:47:26.097000,2024-05-26 13:55:31.486,1,11.0,False,,False,True
0 days 01:50:09.912000,STR,18,0 days 00:01:21.725000,10.0,2.0,,,0 days 00:00:21.646000,0 days 00:00:38.242000,0 days 00:00:21.837000,0 days 01:49:09.846000,0 days 01:49:48.088000,0 days 01:50:09.925000,172.0,176.0,259.0,272.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:48:48.187000,2024-05-26 13:56:53.576,1,11.0,False,,False,True
0 days 01:51:31.429000,STR,18,0 days 00:01:21.517000,11.0,2.0,,,0 days 00:00:21.360000,0 days 00:00:38.334000,0 days 00:00:21.823000,0 days 01:50:31.285000,0 days 01:51:09.619000,0 days 01:51:31.442000,175.0,176.0,257.0,275.0,True,MEDIUM,11.0,False,Aston Martin,0 days 01:50:09.912000,2024-05-26 13:58:15.301,1,11.0,False,,False,True
0 days 01:52:52.900000,STR,18,0 days 00:01:21.471000,12.0,2.0,,,0 days 00:00:21.177000,0 days 00:00:38.425000,0 days 00:00:21.869000,0 days 01:51:52.619000,0 days 01:52:31.044000,0 days 01:52:52.913000,169.0,164.0,258.0,268.0,True,MEDIUM,12.0,False,Aston Martin,0 days 01:51:31.429000,2024-05-26 13:59:36.818,1,11.0,False,,False,True
0 days 01:54:14.214000,STR,18,0 days 00:01:21.314000,13.0,2.0,,,0 days 00:00:21.223000,0 days 00:00:38.017000,0 days 00:00:22.074000,0 days 01:53:14.136000,0 days 01:53:52.153000,0 days 01:54:14.227000,170.0,172.0,256.0,268.0,True,MEDIUM,13.0,False,Aston Martin,0 days 01:52:52.900000,2024-05-26 14:00:58.289,1,11.0,False,,False,True
0 days 01:55:34.641000,STR,18,0 days 00:01:20.427000,14.0,2.0,,,0 days 00:00:20.801000,0 days 00:00:37.389000,0 days 00:00:22.237000,0 days 01:54:35.028000,0 days 01:55:12.417000,0 days 01:55:34.654000,193.0,182.0,256.0,267.0,True,MEDIUM,14.0,False,Aston Martin,0 days 01:54:14.214000,2024-05-26 14:02:19.603,1,11.0,False,,False,True
0 days 01:56:55.422000,STR,18,0 days 00:01:20.781000,15.0,2.0,,,0 days 00:00:21.070000,0 days 00:00:37.758000,0 days 00:00:21.953000,0 days 01:55:55.724000,0 days 01:56:33.482000,0 days 01:56:55.435000,181.0,170.0,257.0,275.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:55:34.641000,2024-05-26 14:03:40.030,1,11.0,False,,False,True
0 days 01:58:16.611000,STR,18,0 days 00:01:21.189000,16.0,2.0,,,0 days 00:00:21.576000,0 days 00:00:37.784000,0 days 00:00:21.829000,0 days 01:57:17.011000,0 days 01:57:54.795000,0 days 01:58:16.624000,168.0,182.0,255.0,276.0,False,MEDIUM,16.0,False,Aston Martin,0 days 01:56:55.422000,2024-05-26 14:05:00.811,1,11.0,False,,False,True
0 days 01:59:38.581000,STR,18,0 days 00:01:21.970000,17.0,2.0,,,0 days 00:00:21.680000,0 days 00:00:38.423000,0 days 00:00:21.867000,0 days 01:58:38.304000,0 days 01:59:16.727000,0 days 01:59:38.594000,156.0,182.0,255.0,271.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:58:16.611000,2024-05-26 14:06:22.000,1,11.0,False,,False,True
0 days 02:00:59.279000,STR,18,0 days 00:01:20.698000,18.0,2.0,,,0 days 00:00:21.328000,0 days 00:00:37.860000,0 days 00:00:21.510000,0 days 01:59:59.922000,0 days 02:00:37.782000,0 days 02:00:59.292000,177.0,182.0,255.0,273.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:59:38.581000,2024-05-26 14:07:43.970,1,11.0,False,,False,True
0 days 02:02:19.632000,STR,18,0 days 00:01:20.353000,19.0,2.0,,,0 days 00:00:21.281000,0 days 00:00:37.134000,0 days 00:00:21.938000,0 days 02:01:20.573000,0 days 02:01:57.707000,0 days 02:02:19.645000,182.0,181.0,255.0,279.0,True,MEDIUM,19.0,False,Aston Martin,0 days 02:00:59.279000,2024-05-26 14:09:04.668,1,11.0,False,,False,True
0 days 02:03:39.030000,STR,18,0 days 00:01:19.398000,20.0,2.0,,,0 days 00:00:20.880000,0 days 00:00:37.147000,0 days 00:00:21.371000,0 days 02:02:40.525000,0 days 02:03:17.672000,0 days 02:03:39.043000,186.0,183.0,257.0,279.0,True,MEDIUM,20.0,False,Aston Martin,0 days 02:02:19.632000,2024-05-26 14:10:25.021,1,11.0,False,,False,True
0 days 02:04:58.046000,STR,18,0 days 00:01:19.016000,21.0,2.0,,,0 days 00:00:20.854000,0 days 00:00:37.059000,0 days 00:00:21.103000,0 days 02:03:59.897000,0 days 02:04:36.956000,0 days 02:04:58.059000,186.0,184.0,250.0,281.0,True,MEDIUM,21.0,False,Aston Martin,0 days 02:03:39.030000,2024-05-26 14:11:44.419,1,11.0,False,,False,True
0 days 02:06:19.353000,STR,18,0 days 00:01:21.307000,22.0,2.0,,,0 days 00:00:21.677000,0 days 00:00:37.718000,0 days 00:00:21.912000,0 days 02:05:19.736000,0 days 02:05:57.454000,0 days 02:06:19.366000,170.0,181.0,260.0,277.0,False,MEDIUM,22.0,False,Aston Martin,0 days 02:04:58.046000,2024-05-26 14:13:03.435,1,11.0,False,,False,True
0 days 02:07:40.541000,STR,18,0 days 00:01:21.188000,23.0,2.0,,,0 days 00:00:21.372000,0 days 00:00:38.086000,0 days 00:00:21.730000,0 days 02:06:40.738000,0 days 02:07:18.824000,0 days 02:07:40.554000,175.0,176.0,259.0,262.0,False,MEDIUM,23.0,False,Aston Martin,0 days 02:06:19.353000,2024-05-26 14:14:24.742,1,11.0,False,,False,True
0 days 02:09:02.162000,STR,18,0 days 00:01:21.621000,24.0,2.0,,,0 days 00:00:21.615000,0 days 00:00:38.073000,0 days 00:00:21.933000,0 days 02:08:02.169000,0 days 02:08:40.242000,0 days 02:09:02.175000,184.0,179.0,259.0,274.0,False,MEDIUM,24.0,False,Aston Martin,0 days 02:07:40.541000,2024-05-26 14:15:45.930,1,11.0,False,,False,True
0 days 02:10:22.668000,STR,18,0 days 00:01:20.506000,25.0,2.0,,,0 days 00:00:21.010000,0 days 00:00:37.970000,0 days 00:00:21.526000,0 days 02:09:23.185000,0 days 02:10:01.155000,0 days 02:10:22.681000,189.0,181.0,257.0,279.0,False,MEDIUM,25.0,False,Aston Martin,0 days 02:09:02.162000,2024-05-26 14:17:07.551,1,11.0,False,,False,True
0 days 02:11:43.257000,STR,18,0 days 00:01:20.589000,26.0,2.0,,,0 days 00:00:21.064000,0 days 00:00:37.845000,0 days 00:00:21.680000,0 days 02:10:43.745000,0 days 02:11:21.590000,0 days 02:11:43.270000,183.0,179.0,258.0,279.0,False,MEDIUM,26.0,False,Aston Martin,0 days 02:10:22.668000,2024-05-26 14:18:28.057,1,11.0,False,,False,True
0 days 02:13:03.564000,STR,18,0 days 00:01:20.307000,27.0,2.0,,,0 days 00:00:20.676000,0 days 00:00:37.768000,0 days 00:00:21.863000,0 days 02:12:03.946000,0 days 02:12:41.714000,0 days 02:13:03.577000,189.0,175.0,258.0,276.0,False,MEDIUM,27.0,False,Aston Martin,0 days 02:11:43.257000,2024-05-26 14:19:48.646,1,11.0,False,,False,True
0 days 02:14:23.695000,STR,18,0 days 00:01:20.131000,28.0,2.0,,,0 days 00:00:21.068000,0 days 00:00:37.569000,0 days 00:00:21.494000,0 days 02:13:24.645000,0 days 02:14:02.214000,0 days 02:14:23.708000,187.0,174.0,259.0,277.0,False,MEDIUM,28.0,False,Aston Martin,0 days 02:13:03.564000,2024-05-26 14:21:08.953,1,11.0,False,,False,True
0 days 02:15:43.159000,STR,18,0 days 00:01:19.464000,29.0,2.0,,,0 days 00:00:20.986000,0 days 00:00:37.085000,0 days 00:00:21.393000,0 days 02:14:44.694000,0 days 02:15:21.779000,0 days 02:15:43.172000,190.0,185.0,257.0,279.0,False,MEDIUM,29.0,False,Aston Martin,0 days 02:14:23.695000,2024-05-26 14:22:29.084,1,11.0,False,,False,True
0 days 02:17:04.581000,STR,18,0 days 00:01:21.422000,30.0,2.0,,,0 days 00:00:21.242000,0 days 00:00:37.987000,0 days 00:00:22.193000,0 days 02:16:04.414000,0 days 02:16:42.401000,0 days 02:17:04.594000,167.0,172.0,259.0,278.0,False,MEDIUM,30.0,False,Aston Martin,0 days 02:15:43.159000,2024-05-26 14:23:48.548,1,11.0,False,,False,True
0 days 02:18:27.116000,STR,18,0 days 00:01:22.535000,31.0,2.0,,,0 days 00:00:22.064000,0 days 00:00:38.602000,0 days 00:00:21.869000,0 days 02:17:26.658000,0 days 02:18:05.260000,0 days 02:18:27.129000,166.0,177.0,258.0,274.0,False,MEDIUM,31.0,False,Aston Martin,0 days 02:17:04.581000,2024-05-26 14:25:09.970,1,11.0,False,,False,True
0 days 02:19:48.368000,STR,18,0 days 00:01:21.252000,32.0,2.0,,,0 days 00:00:21.475000,0 days 00:00:37.876000,0 days 00:00:21.901000,0 days 02:18:48.604000,0 days 02:19:26.480000,0 days 02:19:48.381000,177.0,177.0,258.0,276.0,False,MEDIUM,32.0,False,Aston Martin,0 days 02:18:27.116000,2024-05-26 14:26:32.505,1,11.0,False,,False,True
0 days 02:21:08.904000,STR,18,0 days 00:01:20.536000,33.0,2.0,,,0 days 00:00:21.060000,0 days 00:00:37.742000,0 days 00:00:21.734000,0 days 02:20:09.441000,0 days 02:20:47.183000,0 days 02:21:08.917000,179.0,178.0,258.0,276.0,False,MEDIUM,33.0,False,Aston Martin,0 days 02:19:48.368000,2024-05-26 14:27:53.757,1,11.0,False,,False,True
0 days 02:22:28.693000,STR,18,0 days 00:01:19.789000,34.0,2.0,,,0 days 00:00:20.814000,0 days 00:00:37.648000,0 days 00:00:21.327000,0 days 02:21:29.731000,0 days 02:22:07.379000,0 days 02:22:28.706000,183.0,185.0,259.0,274.0,False,MEDIUM,34.0,False,Aston Martin,0 days 02:21:08.904000,2024-05-26 14:29:14.293,1,11.0,False,,False,True
0 days 02:23:48.190000,STR,18,0 days 00:01:19.497000,35.0,2.0,,,0 days 00:00:20.895000,0 days 00:00:37.055000,0 days 00:00:21.547000,0 days 02:22:49.601000,0 days 02:23:26.656000,0 days 02:23:48.203000,177.0,184.0,260.0,280.0,False,MEDIUM,35.0,False,Aston Martin,0 days 02:22:28.693000,2024-05-26 14:30:34.082,1,11.0,False,,False,True
0 days 02:25:07.487000,STR,18,0 days 00:01:19.297000,36.0,2.0,,,0 days 00:00:20.785000,0 days 00:00:37.112000,0 days 00:00:21.400000,0 days 02:24:08.988000,0 days 02:24:46.100000,0 days 02:25:07.500000,191.0,180.0,259.0,280.0,False,MEDIUM,36.0,False,Aston Martin,0 days 02:23:48.190000,2024-05-26 14:31:53.579,1,11.0,False,,False,True
0 days 02:26:27.125000,STR,18,0 days 00:01:19.638000,37.0,2.0,,,0 days 00:00:20.936000,0 days 00:00:37.247000,0 days 00:00:21.455000,0 days 02:25:28.436000,0 days 02:26:05.683000,0 days 02:26:27.138000,185.0,185.0,266.0,278.0,False,MEDIUM,37.0,False,Aston Martin,0 days 02:25:07.487000,2024-05-26 14:33:12.876,1,11.0,False,,False,True
0 days 02:27:46.831000,STR,18,0 days 00:01:19.706000,38.0,2.0,,,0 days 00:00:21.191000,0 days 00:00:37.187000,0 days 00:00:21.328000,0 days 02:26:48.329000,0 days 02:27:25.516000,0 days 02:27:46.844000,186.0,185.0,258.0,279.0,False,MEDIUM,38.0,False,Aston Martin,0 days 02:26:27.125000,2024-05-26 14:34:32.514,1,11.0,False,,False,True
0 days 02:29:06.698000,STR,18,0 days 00:01:19.867000,39.0,2.0,,,0 days 00:00:21.184000,0 days 00:00:37.236000,0 days 00:00:21.447000,0 days 02:28:08.028000,0 days 02:28:45.264000,0 days 02:29:06.711000,182.0,184.0,266.0,279.0,False,MEDIUM,39.0,False,Aston Martin,0 days 02:27:46.831000,2024-05-26 14:35:52.220,1,11.0,False,,False,True
0 days 02:30:27.148000,STR,18,0 days 00:01:20.450000,40.0,2.0,,,0 days 00:00:21.374000,0 days 00:00:37.532000,0 days 00:00:21.544000,0 days 02:29:28.085000,0 days 02:30:05.617000,0 days 02:30:27.161000,190.0,184.0,266.0,277.0,False,MEDIUM,40.0,False,Aston Martin,0 days 02:29:06.698000,2024-05-26 14:37:12.087,1,11.0,False,,False,True
0 days 02:31:47.348000,STR,18,0 days 00:01:20.200000,41.0,2.0,,,0 days 00:00:21.210000,0 days 00:00:37.513000,0 days 00:00:21.477000,0 days 02:30:48.371000,0 days 02:31:25.884000,0 days 02:31:47.361000,190.0,186.0,266.0,278.0,False,MEDIUM,41.0,False,Aston Martin,0 days 02:30:27.148000,2024-05-26 14:38:32.537,1,11.0,False,,False,True
0 days 02:33:24.410000,STR,18,0 days 00:01:37.062000,42.0,2.0,,0 days 02:33:01.090000,0 days 00:00:21.187000,0 days 00:00:37.289000,0 days 00:00:38.586000,0 days 02:32:08.548000,0 days 02:32:45.837000,0 days 02:33:24.423000,191.0,186.0,,280.0,False,MEDIUM,42.0,False,Aston Martin,0 days 02:31:47.348000,2024-05-26 14:39:52.737,1,11.0,False,,False,False
0 days 02:34:47.185000,STR,18,0 days 00:01:22.775000,43.0,3.0,0 days 02:33:25.167000,,0 days 00:00:24.327000,0 days 00:00:37.385000,0 days 00:00:21.063000,0 days 02:33:48.750000,0 days 02:34:26.135000,0 days 02:34:47.198000,183.0,183.0,260.0,280.0,False,HARD,3.0,False,Aston Martin,0 days 02:33:24.410000,2024-05-26 14:41:29.799,1,11.0,False,,False,False
0 days 02:36:05.736000,STR,18,0 days 00:01:18.551000,44.0,3.0,,,0 days 00:00:20.552000,0 days 00:00:37.005000,0 days 00:00:20.994000,0 days 02:35:07.750000,0 days 02:35:44.755000,0 days 02:36:05.749000,182.0,186.0,260.0,278.0,True,HARD,4.0,False,Aston Martin,0 days 02:34:47.185000,2024-05-26 14:42:52.574,1,11.0,False,,False,True
0 days 02:37:24.542000,STR,18,0 days 00:01:18.806000,45.0,3.0,,,0 days 00:00:20.484000,0 days 00:00:37.023000,0 days 00:00:21.299000,0 days 02:36:26.233000,0 days 02:37:03.256000,0 days 02:37:24.555000,187.0,188.0,259.0,279.0,False,HARD,5.0,False,Aston Martin,0 days 02:36:05.736000,2024-05-26 14:44:11.125,1,11.0,False,,False,True
